,AUD,BGN,BRL,CAD,CHF,CNY,CZK,DKK,EEK,EUR,GBP,HKD,HRK,HUF,IDR,ILS,JPY,KRW,LTL,LVL,MXN,MYR,NOK,NZD,PHP,PLN,RON,RUB,SEK,SGD,THB,TRY,USD,ZAR
2015-12-01,0.020621,0.027736999999999998,0.058508,0.020021999999999998,0.015470000000000001,0.096165,0.38324,0.1058,,0.014182,0.0099784,0.11655000000000001,0.10830000000000001,4.4035,207.65,0.058308,1.8517000000000001,17.43,,,0.24830000000000002,0.063649,0.1305,0.022598999999999998,0.70923,0.060527,0.063235,1.0029,0.13064,0.021197999999999998,0.53825,0.043432,0.015033,0.21749000000000002
2016-01-01,0.020683999999999998,0.027156,0.059865999999999996,0.020988,0.015044,0.098037,0.37520000000000003,0.10362,,0.013885,0.010191,0.11715,0.10605,4.3873,208.83,0.058983,1.8199,17.783,,,0.26261,0.065201,0.13333,0.022109,0.7081000000000001,0.059203,0.062814,1.1201,0.12759,0.021405999999999998,0.5449400000000001,0.044105,0.015116,0.23539000000000002
2016-02-01,0.020805,0.026462,0.058870000000000006,0.020637,0.015012999999999999,0.096881,0.36559,0.10097,,0.01353,0.010296,0.11458000000000002,0.10365,4.2195,200.87,0.058178999999999995,1.7858,17.73,,,0.26899,0.061352,0.1274,0.022757,0.70264,0.059467,0.061217999999999995,1.1225,0.12561,0.020971,0.52442,0.043660000000000004,0.014726,0.2368
2016-03-01,0.020599,0.026511999999999997,0.058993,0.019925,0.014721,0.09655699999999999,0.36676000000000003,0.10111,,0.013555999999999999,0.010546,0.11460000000000001,0.10338000000000001,4.2043,196.56,0.057384,1.6665,18.166,,,0.26551,0.061221,0.12752000000000002,0.022333,0.69596,0.058924,0.06053000000000001,1.0875,0.12695,0.020656,0.52473,0.043498999999999996,0.014738,0.23318000000000003
2016-04-01,0.019622,0.025783999999999998,0.054442,0.019635,0.014431,0.097429,0.35635000000000006,0.09822,,0.013182999999999999,0.010532,0.11687000000000002,0.09901399999999999,4.1304,197.86,0.056929,1.6884000000000001,17.347,,,0.26235,0.058511,0.12445,0.021776,0.69364,0.05595000000000001,0.058920999999999994,1.0223,0.12183000000000001,0.020288,0.52885,0.042563,0.015071,0.22248
2016-05-01,0.019747,0.025837,0.052495,0.018872,0.01451,0.09768199999999999,0.35718000000000005,0.098338,,0.013210000000000001,0.010307,0.11687000000000002,0.09922299999999999,4.1247,198.62,0.056362999999999996,1.6162,17.193,,,0.25836000000000003,0.058847,0.12173,0.021608,0.70681,0.058079,0.059142999999999994,0.9673800000000001,0.12112,0.020225999999999997,0.52602,0.042186,0.015064,0.21344000000000002
2016-06-01,0.020391,0.025946999999999998,0.053346,0.019350000000000003,0.014665999999999998,0.097506,0.35855000000000004,0.09868299999999999,,0.013266,0.010263,0.11518,0.099655,4.1671,202.63,0.057102,1.6194000000000002,17.664,,,0.27399,0.061568,0.12349000000000002,0.021721,0.69132,0.058343,0.059934999999999995,0.9920800000000001,0.12311000000000001,0.020397,0.5286200000000001,0.043697,0.014823999999999999,0.23267000000000002
2016-07-01,0.019853,0.026088,0.047802,0.019194,0.014452,0.098854,0.36138000000000003,0.099213,,0.013339,0.011182,0.11524000000000001,0.10035000000000001,4.222,194.72,0.057082999999999995,1.5245000000000002,17.017,,,0.26919000000000004,0.059191999999999995,0.12402,0.020686,0.6980700000000001,0.058644999999999996,0.060232999999999995,0.9511700000000001,0.12525,0.019953,0.5206500000000001,0.042786,0.014853,0.21647000000000002
2016-08-01,0.01981,0.026265,0.048830000000000005,0.019589,0.014513,0.09956000000000001,0.36298,0.099899,,0.013429,0.011353,0.11633,0.10053000000000001,4.1766,195.4,0.057092,1.5347,16.601,,,0.28109,0.06037000000000001,0.12685000000000002,0.020876,0.70469,0.058431,0.059814,0.9920800000000001,0.1287,0.020097999999999998,0.52114,0.044885999999999995,0.014992,0.20832
2016-09-01,0.019832,0.026206,0.048270999999999994,0.019608,0.014709,0.099757,0.36211000000000004,0.099712,,0.013399,0.011262,0.11585000000000001,0.10023000000000001,4.1543,198.37,0.056353999999999994,1.5488,16.754,,,0.28077,0.061198999999999996,0.12468000000000001,0.020576999999999998,0.69808,0.058478999999999996,0.059703,0.9758700000000001,0.12795,0.020364,0.5173300000000001,0.04422,0.014934,0.21909
2016-10-01,0.019709,0.0263,0.048692,0.019754,0.014624999999999999,0.10013000000000001,0.36335,0.10020000000000001,,0.013446999999999999,0.011578,0.11638000000000001,0.10115,4.1657,195.87,0.056471999999999994,1.5207000000000002,16.537,,,0.29232,0.062055,0.12084,0.020666999999999998,0.7263400000000001,0.05808000000000001,0.059889,0.9482,0.12937,0.020487,0.5203300000000001,0.04515,0.015007999999999999,0.20875000000000002
2016-11-01,0.0195,0.026594,0.047917,0.020028999999999998,0.014717,0.10148000000000001,0.36746,0.10115,,0.013597999999999999,0.012261,0.11627000000000001,0.10209000000000001,4.1844,195.6,0.057291999999999996,1.5715,17.111,,,0.28308,0.062557,0.12267000000000002,0.020862,0.7237800000000001,0.058586,0.061264,0.94327,0.13435,0.020815,0.5250100000000001,0.046497,0.014990999999999999,0.20232000000000003
2016-12-01,0.019794,0.026926,0.050383,0.019604,0.014818999999999999,0.10074000000000001,0.37255000000000005,0.10243000000000001,,0.013767,0.011578,0.11347000000000002,0.10387,4.3223,198.16,0.056082,1.6712,17.093,,,0.30197,0.065303,0.12339000000000001,0.020662,0.72736,0.061506,0.06201,0.933,0.13483,0.020891999999999997,0.5217900000000001,0.050982,0.01463,0.20593000000000003
2017-01-01,0.020387,0.027318,0.047916,0.019816999999999998,0.015,0.10225000000000001,0.37742000000000003,0.10384,,0.013968,0.011959,0.11419000000000001,0.10559,4.3276,197.96,0.056537,1.7236,17.731,,,0.30410000000000004,0.066049,0.12691000000000002,0.021172,0.73006,0.061602,0.063399,0.89812,0.13343000000000002,0.021278,0.5269400000000001,0.051781,0.014723,0.20193000000000003
2017-02-01,0.019552,0.026882,0.04662,0.019375999999999997,0.01468,0.10208,0.3714,0.10222,,0.013744999999999999,0.011741,0.11507,0.10260000000000001,4.2579,198.26,0.05589,1.6803,17.152,,,0.30706,0.065676,0.1221,0.020366,0.73828,0.059358999999999995,0.062509,0.8915900000000001,0.12955,0.020947,0.52085,0.055777999999999994,0.014830999999999999,0.19908
2017-03-01,0.019535,0.027783,0.046548,0.019950000000000002,0.015123999999999999,0.10295000000000001,0.38384,0.10559,,0.014204999999999999,0.012152999999999999,0.11616000000000001,0.10541,4.3745,199.93,0.05437,1.7024,17.116,,,0.29987,0.066552,0.12588000000000002,0.021013999999999998,0.7531,0.061022999999999994,0.064218,0.87248,0.13533,0.021084,0.5237700000000001,0.054603,0.014962,0.19574000000000003
2017-04-01,0.020148,0.028183,0.048706,0.020555999999999998,0.015413,0.10612,0.3895,0.10718000000000001,,0.014410000000000001,0.012327999999999999,0.11971000000000001,0.1073,4.4328,205.17,0.055986999999999995,1.7227000000000001,17.213,,,0.28846000000000005,0.068178,0.13212000000000002,0.022060000000000003,0.7732100000000001,0.060904,0.065602,0.86911,0.13736,0.021529,0.52919,0.056046,0.015406,0.20520000000000002
